STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,INDICATOR,Indicator,GEO_PICT,Pacific Island Countries and territories,SEX,Sex,AGE,Age,URBANIZATION,Urbanization,INCOME,Income,EDUCATION,Education level,OCCUPATION,Occupation,COMPOSITE_BREAKDOWN,Composite breakdown,DISABILITY,Disability,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,REPORTING_TYPE,Reporting type,NATURE,Nature,DATA_SOURCE,Data source,OBS_STATUS,Observation Status,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,TV,Tuvalu,F,Female,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,PWD,Persons without disability,2017,,28.32,,PERCENT,percent,G,Global,_X,Not Available,,,,,Repository: ILO-STATISTICS - Micro data processing.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,TV,Tuvalu,F,Female,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,PWD,Persons without disability,2022,,8.23,,PERCENT,percent,G,Global,_X,Not Available,,,,,Repository: ILO-STATISTICS - Micro data processing.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,WS,Samoa,M,Male,Y15T999,15+,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2001,,4.42,,PERCENT,percent,G,Global,_X,Not Available,,,,,Data reference period: November.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,WS,Samoa,M,Male,Y15T999,15+,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2006,,1.13,,PERCENT,percent,G,Global,_X,Not Available,,,,,Data reference period: November.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,WS,Samoa,M,Male,Y15T999,15+,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2011,,5.24,,PERCENT,percent,G,Global,_X,Not Available,,,,,Data reference period: November.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,WS,Samoa,M,Male,Y15T999,15+,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2012,,7.84,,PERCENT,percent,G,Global,_X,Not Available,,,B,Time series break,Repository: ILO-STATISTICS - Micro data processing. Break in series: Methodology revised.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,WS,Samoa,M,Male,Y15T999,15+,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,1.5,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2013-2014,,A,Normal value,Based on 19th ICLS standards,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,WS,Samoa,M,Male,Y15T999,15+,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2014,,7.8,,PERCENT,percent,G,Global,_X,Not Available,,,,,Data reference period: October.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,WS,Samoa,M,Male,Y15T999,15+,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2017,,6.31,,PERCENT,percent,G,Global,_X,Not Available,,,B,Time series break,Repository: ILO-STATISTICS - Micro data processing. Break in series: Methodology revised.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,WS,Samoa,M,Male,Y15T999,15+,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2018,,10.8,,PERCENT,percent,N,National,C,Country Data,1. Samoa Bureau of Statistics - Samoa 2017 Labour force survey - 2.Samoa Bureau of Statistics - 2018 Samoa Disability Monograph,,,,,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,WS,Samoa,M,Male,Y15T999,15+,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2022,,3.49,,PERCENT,percent,G,Global,_X,Not Available,,,B,Time series break,Repository: ILO-STATISTICS - Micro data processing. Break in series: Methodology revised.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_NEET,"8.6.1 Youth not in education, employment or training",PW,Palau,F,Female,Y15T24,15-24,R,Rural,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,24.6,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2013-2014,,A,Normal value,Based on 19th ICLS standards,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,FM,Micronesia (Federated States of),F,Female,Y15T64,15-64,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2014,,14.25,,PERCENT,percent,G,Global,_X,Not Available,,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,MH,Marshall Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2011,,32.6,,PERCENT,percent,N,National,C,Country Data,"Marshall Islands, 2011 Census",,,,,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,MH,Marshall Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,6.34,,PERCENT,percent,G,Global,_X,Not Available,,,,,Repository: ILO-STATISTICS - Micro data processing.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,MH,Marshall Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2021,,9.82,,PERCENT,percent,G,Global,_X,Not Available,,,B,Time series break,Repository: ILO-STATISTICS - Micro data processing. Break in series: Methodology revised.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDCML,"8.a.1 Total official flows commitments for Aid for Trade, by recipient",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2005,,1400080,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Commitments; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDCML,"8.a.1 Total official flows commitments for Aid for Trade, by recipient",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2006,,87367980,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Commitments; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDCML,"8.a.1 Total official flows commitments for Aid for Trade, by recipient",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2007,,24803330,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Commitments; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDCML,"8.a.1 Total official flows commitments for Aid for Trade, by recipient",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2008,,24235120,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Commitments; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDCML,"8.a.1 Total official flows commitments for Aid for Trade, by recipient",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2009,,28122120,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Commitments; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDCML,"8.a.1 Total official flows commitments for Aid for Trade, by recipient",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2010,,19212110,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Commitments; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDCML,"8.a.1 Total official flows commitments for Aid for Trade, by recipient",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2011,,17588350,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Commitments; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDCML,"8.a.1 Total official flows commitments for Aid for Trade, by recipient",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2012,,69529340,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Commitments; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDCML,"8.a.1 Total official flows commitments for Aid for Trade, by recipient",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,17995710,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Commitments; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDCML,"8.a.1 Total official flows commitments for Aid for Trade, by recipient",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2014,,27294060,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Commitments; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDCML,"8.a.1 Total official flows commitments for Aid for Trade, by recipient",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2015,,148093680,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Commitments; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDCML,"8.a.1 Total official flows commitments for Aid for Trade, by recipient",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2016,,51018630,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Commitments; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDCML,"8.a.1 Total official flows commitments for Aid for Trade, by recipient",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2017,,54201300,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Commitments; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDCML,"8.a.1 Total official flows commitments for Aid for Trade, by recipient",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2018,,47222240,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Commitments; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDCML,"8.a.1 Total official flows commitments for Aid for Trade, by recipient",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,35232830,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Commitments; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDCML,"8.a.1 Total official flows commitments for Aid for Trade, by recipient",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2020,,72553730,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Commitments; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDCML,"8.a.1 Total official flows commitments for Aid for Trade, by recipient",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2021,,63636340,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Commitments; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDCML,"8.a.1 Total official flows commitments for Aid for Trade, by recipient",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2022,,65967720,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Commitments; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,TO,Tonga,F,Female,Y55T64,55-64,U,Urban,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2021,,0,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2021-2022,,A,Normal value,Based on 19th ICLS standards,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_ISV_IFRM,8.3.1 Informal employment in non-agriculture,VU,Vanuatu,_T,Total,Y55T64,55-64,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,64.6,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2019-2020,,A,Normal value,Based on 19th ICLS standards,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,TO,Tonga,_T,Total,Y55T64,55-64,U,Urban,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2021,,0.9,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2021-2022,,A,Normal value,Based on 19th ICLS standards,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_EMP_EARN,8.5.1 Average hourly earnings,WS,Samoa,F,Female,_T,All ages,_T,National,_T,Total,_T,All education levels,7,Craft and Related Trades Workers,_Z,Not applicable,_T,No breakdown by disability,2012,,4.8,,CUR_LCU,local currency,G,Global,_X,Not Available,,,B,Time series break,Repository: ILO-STATISTICS - Micro data processing. Job coverage: Main job currently held | Components of earnings/wages: Including payments in kind | Break in series: Methodology revised | WST: Tala.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_EMP_EARN,8.5.1 Average hourly earnings,WS,Samoa,F,Female,_T,All ages,_T,National,_T,Total,_T,All education levels,7,Craft and Related Trades Workers,_Z,Not applicable,_T,No breakdown by disability,2017,,3.8,,CUR_LCU,local currency,G,Global,_X,Not Available,,,B,Time series break,Repository: ILO-STATISTICS - Micro data processing. Components of earnings/wages: Excluding payments in kind | Break in series: Methodology revised | WST: Tala.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_EMP_EARN,8.5.1 Average hourly earnings,WS,Samoa,F,Female,_T,All ages,_T,National,_T,Total,_T,All education levels,7,Craft and Related Trades Workers,_Z,Not applicable,_T,No breakdown by disability,2022,,8.39,,CUR_LCU,local currency,G,Global,_X,Not Available,,,B,Time series break,Repository: ILO-STATISTICS - Micro data processing. Components of earnings/wages: Excluding payments in kind | Break in series: Methodology revised | WST: Tala.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_EMP_EARN,8.5.1 Average hourly earnings,WS,Samoa,M,Male,_T,All ages,_T,National,_T,Total,_T,All education levels,2,Professionals,_Z,Not applicable,_T,No breakdown by disability,2012,,13.11,,CUR_LCU,local currency,G,Global,_X,Not Available,,,B,Time series break,Repository: ILO-STATISTICS - Micro data processing. Job coverage: Main job currently held | Components of earnings/wages: Including payments in kind | Break in series: Methodology revised | WST: Tala.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_EMP_EARN,8.5.1 Average hourly earnings,WS,Samoa,M,Male,_T,All ages,_T,National,_T,Total,_T,All education levels,2,Professionals,_Z,Not applicable,_T,No breakdown by disability,2017,,17.31,,CUR_LCU,local currency,G,Global,_X,Not Available,,,B,Time series break,Repository: ILO-STATISTICS - Micro data processing. Components of earnings/wages: Excluding payments in kind | Break in series: Methodology revised | WST: Tala.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_EMP_EARN,8.5.1 Average hourly earnings,WS,Samoa,M,Male,_T,All ages,_T,National,_T,Total,_T,All education levels,2,Professionals,_Z,Not applicable,_T,No breakdown by disability,2022,,30.83,,CUR_LCU,local currency,G,Global,_X,Not Available,,,B,Time series break,Repository: ILO-STATISTICS - Micro data processing. Components of earnings/wages: Excluding payments in kind | Break in series: Methodology revised | WST: Tala.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_NEET,"8.6.1 Youth not in education, employment or training",PW,Palau,M,Male,Y15T24,15-24,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2000,,26.9,,PERCENT,percent,G,Global,C,Country Data,"Palau National Statics Office, 2000 Census of Population and Housing.",,,,,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_NEET,"8.6.1 Youth not in education, employment or training",PW,Palau,M,Male,Y15T24,15-24,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,11.9,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2013-2014,,A,Normal value,Based on 19th ICLS standards,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_NEET,"8.6.1 Youth not in education, employment or training",PW,Palau,M,Male,Y15T24,15-24,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2014,,11.1,,PERCENT,percent,G,Global,C,Country Data,"Palau National Statics Office, Household Income and Expenditure Survey.",,,,,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_NEET,"8.6.1 Youth not in education, employment or training",PW,Palau,M,Male,Y15T24,15-24,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2015,,4.6,,PERCENT,percent,N,National,C,Country Data,"Palau NSO, Census of Population and Housing 2015.",,,,,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,MH,Marshall Islands,M,Male,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2011,,27,,PERCENT,percent,N,National,C,Country Data,"Marshall Islands, 2011 Census",,,,,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,MH,Marshall Islands,M,Male,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,7.26,,PERCENT,percent,G,Global,_X,Not Available,,,,,Repository: ILO-STATISTICS - Micro data processing.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,MH,Marshall Islands,M,Male,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2021,,8.86,,PERCENT,percent,G,Global,_X,Not Available,,,B,Time series break,Repository: ILO-STATISTICS - Micro data processing. Break in series: Methodology revised.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_ISV_IFRM,8.3.1 Informal employment in non-agriculture,TV,Tuvalu,F,Female,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2016,,49.2,,PERCENT,percent,N,National,C,Country Data,"Tuvalu NSO, 2016 HIES.",,,,,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_ISV_IFRM,8.3.1 Informal employment in non-agriculture,TV,Tuvalu,F,Female,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2022,,18.31,,PERCENT,percent,G,Global,_X,Not Available,,,,,Repository: ILO-STATISTICS - Micro data processing.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_ISV_IFRM,8.3.1 Informal employment in non-agriculture,NU,Niue,_T,Total,Y15T999,15+,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2016,,57.5,,PERCENT,percent,N,National,C,Country Data,"Niue NSO, HIES 2016",,,,,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,VU,Vanuatu,F,Female,Y25T54,25-54,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,7.4,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2019-2020,,A,Normal value,Based on 19th ICLS standards,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_EMP_EARN,8.5.1 Average hourly earnings,TO,Tonga,F,Female,_T,All ages,_T,National,_T,Total,_T,All education levels,9,Elementary Occupations,_Z,Not applicable,_T,No breakdown by disability,2018,,7.77,,CUR_LCU,local currency,G,Global,_X,Not Available,,,B,Time series break,Repository: ILO-STATISTICS - Micro data processing. Break in series: Methodology revised | TOP: Pa'anga.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_EMP_EARN,8.5.1 Average hourly earnings,TO,Tonga,F,Female,_T,All ages,_T,National,_T,Total,_T,All education levels,9,Elementary Occupations,_Z,Not applicable,_T,No breakdown by disability,2021,,12.48,,CUR_LCU,local currency,G,Global,_X,Not Available,,,,,Repository: ILO-STATISTICS - Micro data processing. TOP: Pa'anga.,
